,,account_id,available,pre_balance,total_balance
2018-11-30,0,test0_12940567,1747352.8901000016,0,1869841.8901000016
2018-11-30,1,test1_41968025,1000.0,0,1000.0
2018-12-03,0,test0_12940567,1645113.6597000018,0,1873016.6597000018
2018-12-03,1,test1_41968025,1000.0,0,1000.0
2018-12-04,0,test0_12940567,1583720.7454000015,0,1873203.7454000015
2018-12-04,1,test1_41968025,1000.0,0,1000.0
2018-12-05,0,test0_12940567,1562437.756400002,0,1874813.756400002
2018-12-05,1,test1_41968025,1000.0,0,1000.0
2018-12-06,0,test0_12940567,1526572.239000002,0,1866022.239000002
2018-12-06,1,test1_41968025,1000.0,0,1000.0
2018-12-07,0,test0_12940567,1523784.6557000014,0,1865131.6557000014
2018-12-07,1,test1_41968025,1000.0,0,1000.0
2018-12-10,0,test0_12940567,1585768.838000001,0,1860492.838000001
2018-12-10,1,test1_41968025,1000.0,0,1000.0
2018-12-11,0,test0_12940567,1617703.698600001,0,1862387.698600001
2018-12-11,1,test1_41968025,1000.0,0,1000.0
2018-12-12,0,test0_12940567,1638009.725500001,0,1863812.725500001
2018-12-12,1,test1_41968025,1000.0,0,1000.0
2018-12-13,0,test0_12940567,1610077.348300001,0,1867999.348300001
2018-12-13,1,test1_41968025,1000.0,0,1000.0
2018-12-14,0,test0_12940567,1598996.300300001,0,1863914.300300001
2018-12-14,1,test1_41968025,1000.0,0,1000.0
2018-12-17,0,test0_12940567,1572197.023600001,0,1861663.023600001
2018-12-17,1,test1_41968025,1000.0,0,1000.0
2018-12-18,0,test0_12940567,1587291.9646000008,0,1859749.9646000008
2018-12-18,1,test1_41968025,1000.0,0,1000.0
2018-12-19,0,test0_12940567,1598555.4665000003,0,1854959.4665000003
2018-12-19,1,test1_41968025,1000.0,0,1000.0
2018-12-20,0,test0_12940567,1635208.2367000005,0,1854198.2367000005
2018-12-20,1,test1_41968025,1000.0,0,1000.0
2018-12-21,0,test0_12940567,1732883.8656000006,0,1850827.8656000006
2018-12-21,1,test1_41968025,1000.0,0,1000.0
2018-12-24,0,test0_12940567,1745543.9731000008,0,1851637.9731000008
2018-12-24,1,test1_41968025,1000.0,0,1000.0
2018-12-25,0,test0_12940567,1787794.6835000007,0,1850600.6835000007
2018-12-25,1,test1_41968025,1000.0,0,1000.0
2018-12-26,0,test0_12940567,1792362.7164000007,0,1850512.7164000007
2018-12-26,1,test1_41968025,1000.0,0,1000.0
2018-12-27,0,test0_12940567,1796767.2749000005,0,1850503.2749000005
2018-12-27,1,test1_41968025,1000.0,0,1000.0
2018-12-28,0,test0_12940567,1789242.8763000004,0,1850599.8763000004
2018-12-28,1,test1_41968025,1000.0,0,1000.0
